HABERLER,ETIKET
"Yıllık cirosu 3.5 milyar euroyu aşan, dünyanın en büyük 5inci kahve üreticisi Alman Tchibo, Türk kahvesi hayalleri kuruyor.",Ekonomi
Türk Hava Yolları'nın (THY) İstanbul Menkul Kıymetler Borsası'na gönderdiği mali tablolara göre 2012 yılında 1 milyar 133 milyon TL net kar etti. ,Ekonomi
İtalyan Bulgarinin 2006 yılından bu yana 3 milyar euroluk vergi kaçırdığı belirlendi.,Ekonomi
İşsizlik aralık ayında 11 ayın zirvesine çıktı,Ekonomi
"İstanbul serbest piyasada dolar 1,8100, avro 2,3570 liradan güne başladı.",Ekonomi
Alman havayolu şirketi Lufthansa'nın THY ile ortak somut bir projesi olmadığı belirtildi.,Ekonomi
"ABD'de dün açıklanan şubat ayı perakende satışlar verisi beklentilerin üzerinde yüzde 1,1 artış gösterdi.",Ekonomi
Türkiye'nin IMF'ye olan borcu Nisan ayında bitiyor.,Ekonomi
"Macar para birimi Forint, pazartesi ve salı euro karşısında düşüşe devam ederek son 9 ayın en düşük seviyesini gördü.",Ekonomi
"Galatasaray'ın piyasa değeri 23,7 milyon lira arttı",Ekonomi
Faiz oranlarını düşürmek yeterli değil,Ekonomi
"Vodafone Türkiye, ilk mali yarıyılında güçlü büyümesini sürdürdü. Nisan-Eylül 2017 dönemine ait ilk yarıyıl sonuçlarını açıklayan şirket, servis gelirini geçen yılın aynı dönemine göre %14,3 artırdı.",Ekonomi
"Askeri ve sivil yazılım devi Aselsan, Garanti Bankası'nı da geçerek piyasa değerine göre en büyük halka açık şirket oldu.",Ekonomi
Borçlarına ait iki faiz ödemesini gerçkeleştiremeyen Venezuela'ya ilk darbe S&P'den geldi. S&P bu ülkenin kredi notlarını seçilmiş temerrüt seviyesine indirdi. ,Ekonomi
"Sanayi ciro endeksi bir önceki yılın aynı ayına göre %32,2 arttı.",Ekonomi
"Dünyanın önemli yatırım şirketlerinden ABD'li Washakie Renewable Energy, Türkiye'ye yatırım yapmayı planlıyor.",Ekonomi
"Bankacılık sektöründe borç verme sürdürülebilirliği açısından kritik önem taşıyan kredilerin mevduata oranı, Eylül 2017 itibarıyla 79 ilde yüzde 100'ü aştı.",Ekonomi
"BIST 100 endeksi, günün ilk yarısında yüzde 0,76 değer kazanarak 109.684,17 puana yükseldi.",Ekonomi
Avrupa borsaları yükselişle açıldı,Ekonomi
Asya borsaları satış ağırlıklı seyretti,Ekonomi
Gram altın güne yükselişle başladı,Ekonomi
Petrolün varili 62 dolara düştü,Ekonomi
"Brent petrolün varil fiyatı, ABD'de petrol üretiminin artması ve Petrol İhraç Eden Ülkeler Örgütü'nün 2018 yılına ilişkin üretim tahmin miktarını artırmasıyla 62,81 dolara geriledi.",Ekonomi
"Merkez Bankası verilerine göre piyasa 73.914,0 milyon TL ekside açıldı.",Ekonomi
"Tarım-ÜFE ekim ayında %1,78 arttı",Ekonomi
"İlk 9 ayda ülkeye gelen doğrudan, portföy yatırımları ve kredi için 10.6 milyar dolar faiz ve kar payı ödendi. Bunun 3.9 milyar doları hisse ve tahvil yatırımlarına ödenen faiz ve kar payından oluştu.",Ekonomi
"Çin'de ekonomik faaliyet, kredi riskinin yönetilmesine ilişkin yürütülen kampanyanın etkisiyle Ekim ayında hız kesti.",Ekonomi
"Barclays, Türk ekonomisi için 2017 ve 2018 büyüme tahminlerini yükseltti.",Ekonomi
"ABD, 666 milyar dolar bütçe açığı verdi",Ekonomi
Küresel piyasalar yeni haftanın ilk işlem gününde karışık bir seyir izlemesi sonrasında bugün yoğun veri ve haber akışına odaklandı.,Ekonomi
Galatasaray'dan yüzde 400 bedelli sermaye artırımı kararı,Ekonomi
Türkiye Sermaye Piyasaları Kongresi'ne katılan Sermaye Piyasası Kurulu (SPK) Başkanı Vahdettin Ertaş ve Borsa İstanbul Yönetim Kurulu Başkanı Himmet Karadağ birbirinden önemli açıklamalarda bulundu.,Ekonomi
Küresel petrol üretimi ekim ayında bir önceki aya kıyasla günlük 100 bin varil artarak 97 milyon 500 bin varil oldu.,Ekonomi
"ABD'de Üretici Fiyat Endeksi (ÜFE), ekimde aylık bazda yüzde 0,4 ve yıllık bazda yüzde 2,8 artarak beklentinin üzerinde gerçekleşti.",Ekonomi
"BIST 100 endeksi, yüzde 1,18 değer kazanarak 110.148,45 puana yükseldi.",Ekonomi
New York borsası düşüşle açıldı,Ekonomi
"Borsa İstanbul Başkanı Himmet Karadağ, geç likidite penceresi nedeniyle Borsa'nın komisyon gelirlerinde düşüş olduğunu söyleyerek menkul kıymet işlemlerinin Borsa'da gerçekleşeceği BIST GLP pazarı açmak istediklerini aktardı",Ekonomi
"St. Louis Fed Başkanı Bullard, enflasyon düşük seyrederken faiz artırımına gerek olmadığını söyledi.",Ekonomi
"Carry traderların dikkati, TL ve TL cinsinden tahviller için Merkez Bankası üzerinde.",Ekonomi
Euro Bölgesi 3. çeyrekte yüzde 0.6 büyüdü,Ekonomi
Borsanın büyük şirketlere ihtiyacı var,Ekonomi
"BIST 100 endeksi, günün ilk yarısında yüzde 0,76 değer kazanarak 109.684,17 puana yükseldi.",Ekonomi
İstanbul'un ekim ayı enflasyonu açıklandı,Ekonomi
"Türkiye'nin turizm geliri, bu yılın üçüncü çeyreğinde geçen yılın aynı dönemine göre yüzde 37,6 artarak, 11 milyar 391 milyon 668 bin dolara ulaştı.",Ekonomi
"Ekonomik güven endeksi, ekimde geçen aya kıyasla yüzde 1,5 azalarak 103'ten 101,4'e düştü.",Ekonomi
"Bankaların KOBİ'lere kullandırdığı toplam nakdi kredi tutarı, ağustos sonu itibarıyla geçen yılın aynı dönemine kıyasla yüzde 22,1 artarak 490,3 milyar lira oldu.",Ekonomi
Milli gelir 94 yılda 1.420 kat arttı,Ekonomi
Bankacılardan faiz indirimine destek,Ekonomi
"Hazine nakit dengesi ekimde 4 milyar 501 milyon lira, ocak-ekim döneminde ise 44 milyar 901 milyon lira açık verdi.",Ekonomi
Sanayi üretimi beklentinin üzerinde arttı,Ekonomi
Aselsan hissesinde sert düşüş nedeniyle Borsa İstanbul Devre Kesici Uygulaması çalıştı.,Ekonomi
"ABD'de enflasyon hafif arttı, perakende satışlarda artış yavaşladı",Ekonomi
"Yabancı ekonomistler, bu yılın üçüncü çeyreğinde bir önceki çeyreğe göre yüzde 0,6 ve 2016'nın aynı dönemine göre de yüzde 2,5 büyüme kaydeden Euro Bölgesi'nin, güçlü performansını sürdürmesini bekliyor.",Ekonomi
Körfez sermayesinin en büyük fonlarından Abraaj Group'un ortaklarından Selçuk Yorgancıoğlu gelecek yılın ilk yarısında en az bir satın almayı tamamlayacaklarını söyledi.,Ekonomi
Deutsche Bank'a yeni bir üst düzey hissedarın geldiği belirtildi.,Ekonomi
"Facebook, Apple, Twitter ve Snapchat varlıklarını azaltan Soros yönünü Microsoft ve Amazon'a çevirdi.",Ekonomi
Türkiye marka başvurusunda Avrupa'da zirvede,Ekonomi
"Tarım, istihdamda sanayiye fark attı",Ekonomi
"Vestel, TV birimini satın almak için teklif verdiği Toshiba'nın satış konusunda başka bir şirketle anlaştığını duyurdu.",Ekonomi
Ünlü Türk markasının Bitcoin planı,Ekonomi
Borsa günün ilk yarısında yatay seyretti,Ekonomi
"Türk Telekom, Kurumsal Risk Sermayesi Şirketi kurulmasına karar verdi.",Ekonomi
"Türk Eximbank, Asya Eximbankları ile kredi hatları açacak",Ekonomi
Yerli otomobilde 5 şirket hissedar olacak,Ekonomi
"Airbus, dört farklı havayolunda hissesi olan ABD'li özel sermaye şirketine 49.5 milyar değerinde A321neo ve A320neo tipi 430 adet yolcu uçağı sattı.",Ekonomi
Bütçe ekimde 3.3 milyar TL açık verdi,Ekonomi
Avrupa borsaları düşüşle açıldı,Ekonomi
Sabancı Holding portföyündeki bütün şirketlerin halka açılması hedefi ve şeffaflığın artırılarak Sabancı hisselerindeki yüksek iskontonun azaltılması amacıyla uzun süredir halka arz planları yaptığı Enerjisa'da ek satış dahil yüzde 20 hissenin arzı için Sermaye Piyasası Kurulu'na (SPK) başvurdu.,Ekonomi
"Asya borsalarında, küresel piyasalardaki negatif seyre paralel satış ağırlıklı bir seyir izlendi.",Ekonomi
"Brent petrolün varil fiyatı, Uluslararası Enerji Ajansı'nın küresel günlük petrol talebinin bu yıl ve 2018'de artacağını açıklamasının ardından 61,47 dolara geriledi.",Ekonomi
"Ağbal: Ekim'de bütçe 3,3 milyar lira açık, 197 milyon lira faiz dışı fazla verdi",Ekonomi
Avrupa borsaları İspanya hariç düşüşle kapandı,Ekonomi
"ABD'de ticari ham petrol stoku geçen hafta 1,9 milyon varil arttı.",Ekonomi
ABD'de TÜFE Ekim'de beklentiye paralel arttı,Ekonomi
ABD'de perakende satışlar Ekim ayında aylık bazda yüzde 0.2 ile beklenenden hızlı arttı. ,Ekonomi
"Piyasalarda ""küresel enflasyon görünümü"" konusunda anlaşmazlık mevcut",Ekonomi
"""Merkez Bankası faiz artırmak zorunda kalabilir""",Ekonomi
Euro ABD TÜFE verisi öncesi kazançlarını genişletti,Ekonomi
"Küresel Piyasalar: Dolar üç haftanın en düşüğünde, hisseler değer kaybetti",Ekonomi
Türkiye'de 10 yıllıkların faizi % 12.49 ile rekor kırdı,Ekonomi
Merkezi yönetim bütçe açığı Ekim'de 3.3 milyar lira oldu,Ekonomi
"Fed / Evans: Enflasyonu frenleyen ""kalıcı faktörler""den endişeliyim",Ekonomi
"Borsa İstanbul'da BIST 100  endeksi, günü yüzde 2,21 düşüşle 107.716,51 puandan tamamladı.",Ekonomi
Türkiye'ye 2025 yılına dek en az 234 milyar euro enerji yatırımı bekleniyor,Ekonomi
"New York borsası, petrol fiyatlarındaki düşüşle güne satış ağırlıklı başladı",Ekonomi
"Kapalıçarşı'da 24 ayar külçe altının gramı günü yüzde 1,32 artışla 160,80 liradan tamamladı",Ekonomi
Altın ABD vergi reformuna ilişkin belirsizlikle yükseldi,Ekonomi
"Petrol fiyatları, ABD'de petrol stoklarının arttığını gösteren verinin ardından kayıplarını sürdürdü",Ekonomi
"Savunma teknolojilerindeki yükselişini borsaya taşıyan Aselsan, Borsa'nın en değerlisi oldu",Ekonomi
Dolar önemli paralar karşısında yatay seyrediyor,Ekonomi
Merkez Bankası'nın altın rezervleri rekor kırdı,Ekonomi
"Yabancıdan 2,5 yılın en büyük hisse satışı",Ekonomi
Korn Ferry Hay Group'un Türkiye'de bin 578 şirketin katılımıyla gerçekleştirdiği Ücret ve Yan Haklar Araştırması'na göre 2018 yılında maaşlarda yüzde 10 artış bekleniyor.,Ekonomi
"Borsa İstanbul Başkanı Himmet Karadağ, beklenmedik fiyat hareketlilikleri yaşanan Aselsan ve Halkbank hisseleri hakkında konuştu.",Ekonomi
"Türk Hava Yolları ile Hava İş Sendikası, zam farklarının yatırılmasına ilişkin protokolü imzaladı.",Ekonomi
Baronlardan mektup: Vergimizi düşürmeyin artırın,Ekonomi
"Darphane, bu yılın 10 ayındaki 38,5 tonluk altın üretimi ile 2015'teki 21,6 ton ve 2016'daki 24,9 tonluk üretim rakamlarını aştı.",Ekonomi
Şimşek: Türkiye'de katılım finansa ilgi büyük,Ekonomi
"Türkiye'nin toplam ihracatı içinde TL ile yapılan ödemeler 2016'da %5,5'e yükseldi.",Ekonomi
"Asya borsalarında alış ağırlıklı bir seyir izlenirken, Çin'de Şanghay bileşik endeksi negatif ayrıştı.",Ekonomi
"Morgan Stanley'e göre dolar, önümüzdeki altı yıl boyunca zayıflama tehditi ile karşı karşıya.",Ekonomi
Borsa güne yükselişle başladı,Ekonomi
"Brent petrolün varil fiyatı, dün ABD'de açıklanan ham petrol stok verileri sonrası 62,05 dolardan işlem görüyor.",Ekonomi
Piyasa güne eksi rezervde başladı,Ekonomi
"Boston Fed Başkanı Rosengren, kademeli faiz artışlarının devam etmesinin gerektiğini belirtti.",Ekonomi
"Altının gramı 159,5 lira, çeyrek altın 262 lira, Cumhuriyet altını da 1.067 liradan satılıyor.",Ekonomi
"Capital Economics, gelişmekte olan piyasalarda ABD Merkez Bankası ile ilgili satışlarda Türkiye'nin pozisyonunu analiz eden bir rapor yayınladı.",Ekonomi
"Bankaların Birleşme, Devir, Bölünme ve Hisse Değişimi Hakkında Yönetmeliği yeniden düzenlendi.",Ekonomi
Küresel Piyasalar Fed Kararına Odaklandı,Ekonomi
"Küresel piyasalar, hareketlenen veri akışı ve ABD'de vergi reformuna ilişkin haber ve açıklamalarla dalgalı bir seyir izliyor.",Ekonomi
"Türk Hava Yolları, gayrimenkul yatırım şirketi kurdu.",Ekonomi
"Avrupa Merkez Bankası Başkanı Draghi, Euro Bölgesi'nde yaşanan ekonomik iyileşmeye rağmen, merkez bankasının para politikasında normalleşme konusunda sabırlı olması gerektiğini söyledi.",Ekonomi
Morgan Stanley trilyon dolarlık yatırım fırsatı için adres gösterdi.,Ekonomi
"Vergi reformu yasa tasarısı, ABD Temsilciler Meclisinde onaylandı.",Ekonomi
"Gram altın, yükselişe geçtiği Aralık 2014'ten bu yana yatırımcısına yaklaşık yüzde 93 getiri sağladı.",Ekonomi
"Venezuela hazinesi ve devlete ait petrol şirketi PDVSA, milyarlarca dolarlık borcunda temerrüde düştü.",Ekonomi
"Savunma sanayisinin önde gelen kara sistemleri üreticilerinden FNSS, Altay tankının seri üretimi için SSM'ye teklifini sundu.",Ekonomi
"BIST 100 endeksi, günün ilk yarısında yüzde 0,70 değer kaybederek 106.231,35 puana geriledi.",Ekonomi
"Avrupa borsaları, güne karışık seyirle başladı.",Ekonomi
"Otokar, Altay Tankı seri üretimi için teklifini sundu",Ekonomi
"Merkez Bankası verilerine göre piyasa 90.159,5 milyon TL ekside açıldı.",Ekonomi
"Moody's, 13 yıl aradan sonra ilk kez Hindistan'ın kredi notunu ""Baa3""ten ""Baa2""ye yükseltirken, notun görünümünü pozitiften durağana çevirdi.",Ekonomi
Gram altın güne yükselişle başladı,Ekonomi
"Asya borsalarında haftanın son işlem gününde alış ağırlıklı bir seyir izlenirken, Çin'de Şanghay bileşik endeksi negatif ayrıştı.",Ekonomi
Banka ve finans şirketlerinin 10 bin gayrimenkulü satışta,Ekonomi
"Brent petrolün varil fiyatı, ABD'de açıklanan ham petrol stok verileri sonrası 61,23 dolardan işlem görüyor.",Ekonomi
Ahes Misal İstanbul 2 Milyar TL'lik yatırımla Gaziosmanpaşa'da yükselecek,Ekonomi
Viko'nun satışından elde edilen 460 milyon dolar paranın büyük kısmı FETÖ'ye aktarılmış.,Ekonomi
"San Francisco Fed Başkanı Williams, bu yıl bir faiz artırımı daha ve gelecek yıl üç faiz artırımının makul bir tahmin olduğunu söyledi.",Ekonomi
Kripto para birimi Bitcoin'in baş döndüren hareketleri devam ediyor. Geçtiğimiz hafta sonu 5 bin 600 dolara kadar düşen Bitcoin fiyatı bugün tarihinde ilk kez 8 bin doları geçti.,Ekonomi
Bank Asya'nın iflasına karar verildi,Ekonomi
"Avrupa Birliği, Birlik dışından verilen kredi notlarının Birlik içinde kullanımına kısıtlamalar getirdi. ",Ekonomi
"Dallas Fed Başkanı Robert Kaplan, ekonominin tam istihdama yakın olduğunu söyledi.",Ekonomi
"Türk Hava Yolları, gayrimenkul yatırım şirketi kurdu.",Ekonomi
"Avrupa Merkez Bankası Başkanı Draghi, Euro Bölgesi'nde yaşanan ekonomik iyileşmeye rağmen, merkez bankasının para politikasında normalleşme konusunda sabırlı olması gerektiğini söyledi.",Ekonomi
Morgan Stanley'e göre trilyon dolarlık yatırım fırsatı,Ekonomi
"Borsa İstanbul'da BIST 100 endeksi, günü yüzde 0,69 değer kaybıyla 106.239,46 puandan tamamladı.",Ekonomi
New York borsası düşüşle açıldı,Ekonomi
Avrupa borsaları karışık seyirle başladı,Ekonomi
"Venezuela hazinesi ve devlete ait petrol şirketi PDVSA, milyarlarca dolarlık borcunda temerrüde düştü.",Ekonomi
"Gram altın, yükselişe geçtiği Aralık 2014'ten bu yana yatırımcısına yaklaşık yüzde 93 getiri sağladı.",Ekonomi
Banka ve finans şirketlerinin 10 bin gayrimenkulü satışta,Ekonomi
"Asya borsalarında haftanın son işlem gününde alış ağırlıklı bir seyir izlenirken, Çin'de Şanghay bileşik endeksi negatif ayrıştı.",Ekonomi
"Gram altın 159,3 lira, çeyrek altın 261 lira, Cumhuriyet altını da 1.065 liradan satılıyor.",Ekonomi
İstanbul'un ekim ayı enflasyonu açıklandı,Ekonomi
Euro Bölgesi 3. çeyrekte yüzde 0.6 büyüdü,Ekonomi
"Avrupa Birliği, Türkiye'nin büyüme tahminini bu yıl için yüzde 3'den yüzde 5,3'e, 2018 için de yüzde 3,3'den yüzde 4'e yükseltti.",Ekonomi
"ABD'de toptan eşya stokları, eylülde yüzde 0,3 artarak beklentiyi karşıladı.",Ekonomi
Ekim'de aylık en yüksek reel getiri Amerikan Doları'nda oldu.,Ekonomi
"BKM verilerine göre, banka kartları ve kredi kartları ile ekim ayında toplam 59,5 milyar TL'lik ödeme yapıldı. ",Ekonomi
"Türkiye Cumhuriyet Merkez Bankası (TCMB), TL cinsi uzlaşmalı vadeli döviz satım ihalelerine başlanacağını bildirdi.",Ekonomi
Katar'dan Türkiye'ye 2 Milyar Metreküp Doğalgaz İthalatı,Ekonomi
Türkiye'nin Yurtdışı Varlıkları Açıklandı! Hisse Senedi Stokları Yüzde 40 Arttı,Ekonomi
SSK'lı çalışan işçilere kıdem tazminatı konusunda yeni yıldan itibaren zam yapılacak.,Ekonomi
Türkiye Cumhuriyet Merkez Bankası'ndan gelen haberlere göre Türk lirası uzlaşmalı vadeli döviz satım ihalelerine başlanıyor,Ekonomi
AB 2018 bütçesinde Türkiye için öngörülen fonlarda 105 milyon euroluk kesintiye gidilecek. ,Ekonomi
Moody's raporu: Türkiye'nin kredi notu yukarı çekilebilir,Ekonomi
"Darphane, bu yılın 10 ayındaki 38,5 tonluk altın üretimi ile 2015'teki 21,6 ton ve 2016'daki 24,9 tonluk üretim rakamlarını aştı. ",Ekonomi
"Türkiye Ekim ayı merkezi yönetim bütçe açığı 3,3 milyar lira olarak açıklandı.",Ekonomi
"Elektrikli kaykay fikrine dayalı olarak faaliyet gösteren Inboard Technology, 8 milyon dolarlık fon yardımı alarak, kaykay sektöründe Tesla markası olma yolunda ilerliyor.",Ekonomi
"Uluslararası kredi derecelendirme kuruluşu Moody's, Türkiye'nin kredi profilinin, dirençli ekonomi ve güçlü kamu finansmanını siyasi risklere ve dış hassasiyete karşı dengelediğini duyurdu.",Ekonomi
"Yapılan bir araştırma, yatırımcıların Bitcoin için astronomik beklentilerini ortaya koydu.",Ekonomi
"Hisselerinin tamamı Malaysia Airports'a ait olan İstanbul Sabiha Gökçen Uluslararası Havalimanı Terminal İşletmecisi (İSG), hisselerin tamamının satılacağı söylentilerine, 'kapasite artışı' projesiyle yanıt verdi.",Ekonomi
Goldman Sachs ekonomistlerinin araştırma raporuna göre banka Fed'den 2018'de dört faiz artırımı bekliyor.,Ekonomi
"Merkez Bankası, şirketlerin kur riskinin yönetilmesi için 1 ay boyunca 3 milyar dolar satacak. ",Ekonomi
"Borsa İstanbul'da BIST 100 endeksi, günü yüzde 0,69 değer kaybıyla 106.239,46 puandan tamamladı.",Ekonomi
"Bu hafta borsa yatırımcısına kaybettirirken, altın ve döviz kazandırdı.",Ekonomi
AB 2018 bütçesinde Türkiye için öngörülen fonlarda 105 milyon euroluk kesintiye gidilecek. ,Ekonomi
Kültür balıkçılığında ihracat 1 milyar dolara dayandı,Ekonomi
"BKM verilerine göre, banka kartları ve kredi kartları ile ekim ayında toplam 59,5 milyar TL'lik ödeme yapıldı.",Ekonomi
Maden ihracatı ilk 10 ayda yüzde 27 arttı,Ekonomi
"Hükümetin dövizle borçlanmaya sınır getirecek yeni bir düzenleme hazırlığında olması iş dünyasında, özellikle KOBİ'lerde endişe yarattı.",Ekonomi
"Eurostat verilerine göre, 28 üyeli Avrupa Birliği'nde yıllık enflasyon ekimde 1,7 oldu.",Ekonomi
